"Eco_Ctrl1"	"Eco_Ctrl2"	"Eco_Exp1"	"Eco_Exp2"
"b2393"	1.02458836531343	5.34369697619783	0	1.03480638541552
"b2394"	0	0	0	0
"b2395"	0	0	0.319471552123136	0
"b2398"	1.02458836531343	0	0.638943104246272	0
"b2399"	0	0	0	0
"b2400"	21.516355671582	26.7184848809892	20.1267077837576	19.6613213228948
"b2405"	0	0	0.638943104246272	1.03480638541552
"b2406"	1.02458836531343	0	0.319471552123136	0
"b2407"	0	0	0	0
"b2408"	0	0	0.319471552123136	0
"b2409"	1.02458836531343	0	0.319471552123136	1.03480638541552
"b2410"	3.07376509594029	0	1.91682931273882	4.13922554166207
"b2411"	6.14753019188058	2.67184848809892	3.19471552123136	6.20883831249311
"b2412"	12.2950603837612	18.7029394166924	13.7372767412949	9.31325746873966
"b2413"	6.14753019188058	0	3.5141870733545	5.17403192707759
"b2414"	45.0818880737909	48.0932727857805	80.1873595829072	91.0629619165656
"b2415"	21.516355671582	21.3747879047913	25.5577241698509	25.8701596353879
"b2416"	30.7376509594029	24.0466363928902	51.1154483397018	41.3922554166207
"b2417"	46.1064764391044	32.062181857187	40.8923586717614	33.1138043332966
"b2418"	4.09835346125372	5.34369697619783	2.87524396910823	3.10441915624655
"b2419"	0	0	0	0
"b2420"	0	0	0	0
"b2421"	3.07376509594029	5.34369697619783	6.06995949033959	9.31325746873966
"b2422"	6.14753019188058	0	14.3762198455411	27.939772406219
"b2423"	2.04917673062686	10.6873939523957	4.15313017760077	3.10441915624655
"b2424"	0	0	2.23630086486195	4.13922554166207
"b2425"	2.04917673062686	2.67184848809892	9.90361811581722	11.3828702395707
"b2426"	0	5.34369697619783	0.638943104246272	0
"b2427"	0	0	0.319471552123136	0
"b2428"	0	2.67184848809892	0	0
"b2429"	0	0	0.638943104246272	0
"b2430"	1.02458836531343	0	0.319471552123136	0
"b2431"	12.2950603837612	10.6873939523957	10.2230896679404	11.3828702395707
"b2432"	1.02458836531343	0	1.27788620849254	5.17403192707759
"b2433"	4.09835346125372	5.34369697619783	2.23630086486195	7.24364469790863
"b2434"	4.09835346125372	5.34369697619783	6.06995949033959	10.3480638541552
"b2435"	0	2.67184848809892	1.59735776061568	0
"b2436"	0	0	0.319471552123136	0
"b2437"	0	0	0	0
"b2438"	1.02458836531343	0	0.638943104246272	1.03480638541552
"b2439"	0	0	0	0
"b2440"	1.02458836531343	0	0.638943104246272	0
"b2441"	3.07376509594029	0	0	0
"b2442"	2.04917673062686	0	0	0
"b2443"	0	0	0	0
"b2444"	0	0	0	0
"b2445"	0	0	0	0
"b2446"	0	2.67184848809892	0	1.03480638541552
"b2447"	0	0	0	0
"b2448"	0	0	0	0
"b2449"	0	0	0	0
"b2450"	0	2.67184848809892	0.319471552123136	0
"b2451"	0	0	0	0
"b2452"	0	0	0	0
"b2453"	0	0	0	0
"b2454"	0	0	0.319471552123136	0
"b2455"	0	0	0	0
"b2456"	0	0	0	0
"b2457"	0	0	0	0
"b2458"	0	0	0.319471552123136	0
"b2459"	0	0	0.319471552123136	0
"b2460"	0	0	0	0
"b2461"	0	0	0	0
"b2462"	0	0	0	0
"b2463"	3.07376509594029	2.67184848809892	7.34784569883213	7.24364469790863
"b2464"	4.09835346125372	2.67184848809892	1.59735776061568	1.03480638541552
"b2465"	32.7868276900298	18.7029394166924	0.638943104246272	3.10441915624655
"b2466"	0	0	7.98678880307841	4.13922554166207
"b2467"	0	0	3.83365862547763	2.06961277083104
"b2468"	0	0	0.319471552123136	0
"b2469"	0	0	1.59735776061568	2.06961277083104
"b2470"	0	0	0	1.03480638541552
"b2471"	1.02458836531343	2.67184848809892	0.958414656369409	4.13922554166207
"b2472"	1.02458836531343	0	1.59735776061568	4.13922554166207
"b2473"	0	5.34369697619783	1.91682931273882	1.03480638541552
"b2474"	1.02458836531343	0	0.638943104246272	0
"b2475"	1.02458836531343	5.34369697619783	2.87524396910823	2.06961277083104
"b2476"	31.7622393247163	24.0466363928902	44.0870741929928	24.8353532499724
"b2477"	71.7211855719401	69.4680606905718	75.3952863010602	69.3320278228397
"b2478"	34.8360044206566	37.4058788333848	51.7543914439481	46.5662873436983
"b2479"	2.04917673062686	0	1.59735776061568	1.03480638541552
"b2480"	5.12294182656715	0	5.75048793821645	2.06961277083104
"b2481"	0	0	0	0
"b2482"	0	0	0	0
"b2483"	0	0	0	0
"b2484"	0	0	0	0
"b2485"	0	0	0	0
"b2486"	0	0	0	0
"b2487"	0	0	0	0
"b2488"	0	0	0	0
"b2489"	1.02458836531343	0	0	0
"b2490"	0	0	0	0
"b2491"	0	0	0	0
"b2492"	0	0	0	0
"b2493"	5.12294182656715	5.34369697619783	1.91682931273882	2.06961277083104
"b2494"	3.07376509594029	0	3.19471552123136	1.03480638541552
"b2495"	0	0	3.19471552123136	3.10441915624655
"b2496"	2.04917673062686	2.67184848809892	1.91682931273882	1.03480638541552
"b2497"	1.02458836531343	0	1.27788620849254	0
"b2498"	20.4917673062686	10.6873939523957	42.170244880254	52.7751256561914
"b2499"	45.0818880737909	34.7340303452859	24.5993095134815	35.1834171041276
"b2500"	3.07376509594029	5.34369697619783	2.23630086486195	4.13922554166207
"b2501"	2.04917673062686	0	1.91682931273882	2.06961277083104
"b2502"	2.04917673062686	0	0.638943104246272	1.03480638541552
"b2503"	1.02458836531343	0	0	0
"b2504"	0	0	0.958414656369409	0
"b2505"	0	0	0	0
"b2506"	0	0	0	0
"b2507"	18.4425905756417	18.7029394166924	16.2930491582799	10.3480638541552
"b2508"	85.0408343210147	109.545788012056	72.5200423319519	81.7497044478259
"b2509"	1.02458836531343	0	1.91682931273882	3.10441915624655
"b2510"	1.02458836531343	0	0.319471552123136	0
"b2511"	9.22129528782087	10.6873939523957	16.9319922625262	14.4872893958173
"b2512"	21.516355671582	16.0310909285935	26.1966672740972	21.7309340937259
"b2513"	11.2704720184477	5.34369697619783	9.58414656369409	12.4176766249862
"b2514"	30.7376509594029	42.7495758095826	36.7392284941607	33.1138043332966
"b2515"	8.19670692250744	5.34369697619783	6.70890259458586	8.27845108332414
"b2516"	3.07376509594029	0	2.55577241698509	6.20883831249311
"b2517"	17.4180022103283	10.6873939523957	7.34784569883213	5.17403192707759
"b2518"	18.4425905756417	2.67184848809892	30.0303258995748	21.7309340937259
"b2519"	1.02458836531343	0	0.319471552123136	1.03480638541552
"b2520"	4.09835346125372	8.01554546429675	6.70890259458586	8.27845108332414
"b2521"	3.07376509594029	2.67184848809892	3.83365862547763	6.20883831249311
"b2522"	0	0	0.319471552123136	0
"b2523"	2.04917673062686	2.67184848809892	4.47260172972391	8.27845108332414
"b2524"	0	0	1.59735776061568	0
"b2525"	0	0	1.91682931273882	1.03480638541552
"b2526"	8.19670692250744	2.67184848809892	6.06995949033959	7.24364469790863
"b2527"	3.07376509594029	2.67184848809892	6.06995949033959	3.10441915624655
"b2528"	15.3688254797015	10.6873939523957	28.113496586836	28.9745787916345
"b2529"	14.344237114388	10.6873939523957	25.5577241698509	16.5569021666483
"b2530"	33.8114160553432	66.7962122024729	76.0342294053064	85.888929989488
"b2531"	40.9835346125372	58.7806667381761	146.317970872396	120.0375407082
"b2532"	17.4180022103283	16.0310909285935	14.056748293418	11.3828702395707
"b2533"	31.7622393247163	32.062181857187	30.9887405559442	12.4176766249862
"b2534"	0	0	0.319471552123136	0
"b2535"	0	0	0.319471552123136	0
"b2536"	3.07376509594029	5.34369697619783	4.15313017760077	6.20883831249311
"b2537"	1.02458836531343	0	0.958414656369409	1.03480638541552
"b2538"	0	0	0.638943104246272	3.10441915624655
"b2539"	0	0	0.319471552123136	0
"b2540"	0	0	0.319471552123136	0
"b2541"	1.02458836531343	0	0.319471552123136	1.03480638541552
"b2542"	0	0	0	0
"b2543"	0	0	0	0
"b2544"	0	0	0.638943104246272	1.03480638541552
"b2545"	0	0	1.59735776061568	0
"b2546"	1.02458836531343	0	0	0
"b2547"	2.04917673062686	0	0	0
"b2548"	0	0	0	0
"b2549"	0	0	0	0
"b2550"	0	0	0.958414656369409	2.06961277083104
"b2551"	160.860373354209	125.576878940649	85.9378475211236	114.863508781122
"b2552"	1.02458836531343	0	7.028374146709	4.13922554166207
"b2553"	1.02458836531343	5.34369697619783	2.23630086486195	2.06961277083104
"b2554"	1.02458836531343	0	0	0
"b2555"	0	0	1.27788620849254	0
"b2556"	2.04917673062686	2.67184848809892	1.59735776061568	3.10441915624655
"b2557"	22.5409440368955	16.0310909285935	14.3762198455411	16.5569021666483
"b2558"	0	0	0	1.03480638541552
"b2559"	1.02458836531343	2.67184848809892	1.91682931273882	1.03480638541552
"b2560"	2.04917673062686	0	0.319471552123136	0
"b2561"	0	0	0.638943104246272	3.10441915624655
"b2562"	1.02458836531343	0	1.59735776061568	3.10441915624655
"b2563"	1.02458836531343	0	0.638943104246272	1.03480638541552
"b2564"	2.04917673062686	0	6.38943104246272	2.06961277083104
"b2565"	3.07376509594029	0	1.59735776061568	0
"b2566"	7.17211855719401	8.01554546429675	3.5141870733545	4.13922554166207
"b2567"	3.07376509594029	16.0310909285935	2.87524396910823	4.13922554166207
"b2568"	3.07376509594029	5.34369697619783	8.94520345944781	4.13922554166207
"b2569"	65.5736553800595	48.0932727857805	32.5860983165599	34.1486107187121
"b2570"	1.02458836531343	2.67184848809892	1.27788620849254	0
"b2571"	0	8.01554546429675	6.70890259458586	4.13922554166207
"b2572"	24.5901207675223	8.01554546429675	24.2798379613584	34.1486107187121
"b2573"	4.09835346125372	5.34369697619783	7.028374146709	3.10441915624655
"b2574"	0	2.67184848809892	0.319471552123136	1.03480638541552
"b2575"	1.02458836531343	0	1.27788620849254	0
"b2576"	3.07376509594029	8.01554546429675	2.87524396910823	2.06961277083104
"b2577"	1.02458836531343	0	0.638943104246272	0
"b2578"	0	0	0.638943104246272	0
"b2579"	4.09835346125372	5.34369697619783	7.34784569883213	6.20883831249311
"b2580"	1.02458836531343	0	0.958414656369409	1.03480638541552
"b2581"	13.3196487490746	13.3592424404946	11.820447428556	14.4872893958173
"b2582"	8.19670692250744	2.67184848809892	17.8904069188956	15.5220957812328
"b2583"	0	0	0.319471552123136	0
"b2584"	3.07376509594029	8.01554546429675	1.91682931273882	1.03480638541552
"b2585"	4.09835346125372	8.01554546429675	5.75048793821645	6.20883831249311
"b2586"	0	0	0.319471552123136	0
"b2587"	71.7211855719401	58.7806667381761	49.198619026963	49.6707064999449
"b2592"	81.9670692250744	50.7651212738794	67.0890259458586	77.6104789061638
"b2593"	5.12294182656715	2.67184848809892	3.83365862547763	2.06961277083104
"b2594"	1.02458836531343	2.67184848809892	2.23630086486195	2.06961277083104
"b2595"	2.04917673062686	5.34369697619783	3.19471552123136	4.13922554166207
"b2597"	2.04917673062686	2.67184848809892	1.27788620849254	0
"b2598"	1.02458836531343	2.67184848809892	1.91682931273882	2.06961277083104
"b2599"	7.17211855719401	8.01554546429675	5.11154483397018	7.24364469790863
"b2600"	154.712843162328	112.217636500154	68.6863837064743	105.550251312383
"b2601"	218.237321811761	189.701242655023	69.0058552585974	91.0629619165656
"b2602"	0	0	0	0
"b2603"	1.02458836531343	2.67184848809892	0.958414656369409	1.03480638541552
"b2604"	0	0	0	0
"b2605"	0	0	0.319471552123136	0
"b2606"	186.475082487044	157.639060797836	95.5219940848177	117.967927937369
"b2607"	368.851811512835	304.590727643276	243.117851165707	320.789979478811
"b2608"	545.081010346745	328.637364036167	266.439274470696	414.957360551623
"b2609"	38.9343578819104	37.4058788333848	36.7392284941607	33.1138043332966
"b2610"	34.8360044206566	53.4369697619783	37.3781715984069	24.8353532499724
"b2611"	5.12294182656715	2.67184848809892	0.638943104246272	1.03480638541552
"b2614"	8.19670692250744	8.01554546429675	10.5425612200635	15.5220957812328
"b2615"	4.09835346125372	0	2.87524396910823	3.10441915624655
"b2616"	2.04917673062686	0	0.638943104246272	0
"b2617"	10.2458836531343	29.3903333690881	23.3214233049889	21.7309340937259
"b2618"	1.02458836531343	0	0.638943104246272	0
"b2619"	9.22129528782087	8.01554546429675	8.62573190732468	6.20883831249311
"b2620"	3.07376509594029	0	1.91682931273882	1.03480638541552
"b2622"	0	2.67184848809892	0.319471552123136	0
"b2623"	0	0	0.319471552123136	0
"b2624"	0	0	0	0
"b2625"	0	0	0	0
"b2626"	0	0	0	0
"b2627"	0	0	0	1.03480638541552
"b2628"	0	0	0	0
"b2629"	0	0	0	0
"b2630"	6.14753019188058	2.67184848809892	1.59735776061568	0
"b2631"	3.07376509594029	0	1.27788620849254	2.06961277083104
"b2632"	0	0	0	0
"b2633"	0	2.67184848809892	0	0
"b2634"	0	0	0	0
"b2635"	0	0	0	0
"b2636"	0	0	0	0
"b2637"	0	0	0	0
"b2638"	0	0	0	0
"b2641"	1.02458836531343	0	0.319471552123136	0
"b2642"	0	0	0	0
"b2643"	0	0	0	0
"b2644"	0	0	0	0
"b2645"	0	0	0	0
"b2646"	0	0	0	0
"b2647"	1.02458836531343	0	0.638943104246272	1.03480638541552
"b2648"	0	0	0	0
"b2649"	0	0	0	0
"b2650"	0	0	0	0
"b2659"	1.02458836531343	0	0.319471552123136	0
"b2660"	0	0	0	0
"b2661"	2.04917673062686	13.3592424404946	1.59735776061568	2.06961277083104
"b2662"	0	5.34369697619783	1.59735776061568	3.10441915624655
"b2663"	1.02458836531343	2.67184848809892	0.319471552123136	1.03480638541552
"b2664"	3.07376509594029	0	2.55577241698509	2.06961277083104
"b2665"	4.09835346125372	5.34369697619783	1.59735776061568	1.03480638541552
"b2666"	0	0	0.319471552123136	0
"b2667"	0	0	0.638943104246272	0
"b2668"	0	0	0	0
"b2669"	0	2.67184848809892	3.19471552123136	2.06961277083104
"b2670"	2.04917673062686	16.0310909285935	57.8243509342877	40.3574490312052
"b2671"	4.09835346125372	0	1.59735776061568	1.03480638541552
"b2672"	1.02458836531343	0	0.319471552123136	0
"b2673"	19.4671789409552	18.7029394166924	5.75048793821645	7.24364469790863
"b2674"	44.0572997084775	64.124363714374	5.75048793821645	9.31325746873966
"b2675"	16.3934138450149	0	4.15313017760077	1.03480638541552
"b2676"	0	2.67184848809892	0.319471552123136	0
"b2677"	1.02458836531343	2.67184848809892	0	1.03480638541552
"b2678"	2.04917673062686	5.34369697619783	0.319471552123136	0
"b2679"	0	0	0	1.03480638541552
"b2681"	0	0	0	0
"b2682"	0	0	0.319471552123136	1.03480638541552
"b2683"	0	0	0.319471552123136	0
"b2684"	1.02458836531343	0	2.23630086486195	0
"b2685"	0	0	0.638943104246272	0
"b2686"	2.04917673062686	0	0.319471552123136	0
"b2687"	14.344237114388	8.01554546429675	8.62573190732468	3.10441915624655
"b2688"	10.2458836531343	16.0310909285935	8.62573190732468	5.17403192707759
"b2689"	0	0	0.958414656369409	1.03480638541552
"b2690"	1.02458836531343	2.67184848809892	2.55577241698509	0
"b2696"	3.07376509594029	2.67184848809892	9.90361811581722	6.20883831249311
"b2697"	27.6638858634626	24.0466363928902	30.3497974516979	30.00938517705
"b2698"	0	0	0.319471552123136	0
"b2699"	33.8114160553432	21.3747879047913	43.1286595366234	19.6613213228948
"b2700"	1.02458836531343	5.34369697619783	2.23630086486195	5.17403192707759
"b2701"	0	2.67184848809892	3.5141870733545	6.20883831249311
"b2702"	0	0	0	0
"b2703"	0	0	0	0
"b2704"	0	0	0	0
"b2705"	0	0	0	0
"b2706"	0	0	0	0
"b2707"	0	0	0.638943104246272	0
"b2708"	0	0	0.638943104246272	0
"b2709"	1.02458836531343	0	2.87524396910823	6.20883831249311
"b2710"	1.02458836531343	0	0.319471552123136	1.03480638541552
"b2711"	0	0	0	0
"b2712"	0	0	0.319471552123136	0
"b2713"	0	0	0	0
"b2714"	0	0	3.5141870733545	5.17403192707759
"b2715"	0	0	0.319471552123136	0
"b2716"	0	0	0.638943104246272	0
"b2717"	1.02458836531343	0	6.06995949033959	5.17403192707759
"b2718"	0	0	5.11154483397018	5.17403192707759
"b2719"	0	0	4.15313017760077	9.31325746873966
"b2720"	0	0	0.958414656369409	8.27845108332414
"b2721"	2.04917673062686	0	51.1154483397018	34.1486107187121
"b2722"	0	0	0	0
"b2723"	0	0	0	0
"b2724"	0	0	0	0
"b2725"	0	0	0	0
"b2726"	0	0	0	0
"b2727"	0	0	0	0
"b2728"	0	0	0	0
"b2729"	1.02458836531343	0	0	0
"b2730"	0	2.67184848809892	0	0
"b2731"	0	0	0.319471552123136	0
"b2732"	0	0	0	0
"b2733"	10.2458836531343	2.67184848809892	0.319471552123136	0
"b2734"	0	0	0	0
"b2735"	1.02458836531343	0	0.319471552123136	1.03480638541552
"b2736"	0	0	0	0
"b2737"	0	0	0	0
"b2738"	0	0	0	0
"b2739"	0	0	0	0
"b2740"	0	0	0	0
"b2741"	188.524259217671	165.654606262133	57.8243509342877	46.5662873436983
"b2742"	48.1556531697312	45.4214242976816	38.3365862547763	50.7055128853604
"b2743"	1.02458836531343	0	1.27788620849254	1.03480638541552
"b2744"	1.02458836531343	0	1.59735776061568	1.03480638541552
"b2745"	0	0	1.59735776061568	3.10441915624655
"b2746"	3.07376509594029	2.67184848809892	1.27788620849254	1.03480638541552
"b2747"	0	5.34369697619783	1.27788620849254	0
"b2748"	4.09835346125372	2.67184848809892	2.23630086486195	6.20883831249311
"b2749"	0	2.67184848809892	0	0
"b2750"	3.07376509594029	8.01554546429675	5.43101638609332	5.17403192707759
"b2751"	21.516355671582	21.3747879047913	42.8091879845003	37.2530298749586
"b2752"	8.19670692250744	0	24.9187810656046	37.2530298749586
"b2753"	0	0	0	1.03480638541552
"b2754"	0	0	0.319471552123136	0
"b2755"	0	0	0.319471552123136	1.03480638541552
"b2756"	0	0	0.319471552123136	0
"b2757"	0	0	0	0
"b2758"	0	0	0	0
"b2759"	0	0	0	0
"b2760"	0	0	0	0
"b2761"	0	0	0.319471552123136	0
"b2762"	2.04917673062686	2.67184848809892	11.1815043243098	13.4524830104017
"b2763"	1.02458836531343	0	13.4178051891717	17.5917085520638
"b2764"	2.04917673062686	0	9.58414656369409	5.17403192707759
"b2765"	2.04917673062686	8.01554546429675	1.27788620849254	1.03480638541552
"b2766"	0	0	0	1.03480638541552
"b2767"	0	0	0	1.03480638541552
"b2768"	0	0	0	0
"b2769"	0	0	0	0
"b2770"	0	0	0	0
"b2771"	0	0	0.319471552123136	1.03480638541552
"b2774"	0	0	0	0
"b2775"	0	0	0	0
"b2776"	0	0	0.319471552123136	1.03480638541552
"b2777"	1.02458836531343	8.01554546429675	2.55577241698509	1.03480638541552
"b2778"	0	0	0	0
"b2779"	127.048957298865	125.576878940649	87.2157337296162	101.411025770721
"b2780"	25.6147091328358	16.0310909285935	32.2666267644368	24.8353532499724
"b2781"	0	0	1.59735776061568	0
"b2782"	1.02458836531343	5.34369697619783	1.27788620849254	0
"b2783"	0	5.34369697619783	0.638943104246272	0
"b2784"	3.07376509594029	2.67184848809892	4.47260172972391	2.06961277083104
"b2785"	5.12294182656715	8.01554546429675	5.43101638609332	5.17403192707759
"b2786"	0	0	1.59735776061568	0
"b2787"	0	0	0.319471552123136	1.03480638541552
"b2788"	0	0	0.319471552123136	0
"b2789"	0	0	0	0
"b2790"	0	2.67184848809892	2.55577241698509	4.13922554166207
"b2791"	1.02458836531343	0	0.319471552123136	0
"b2792"	0	0	0	0
"b2793"	0	0	0.319471552123136	0
"b2794"	1.02458836531343	5.34369697619783	1.27788620849254	0
"b2795"	3.07376509594029	2.67184848809892	3.5141870733545	2.06961277083104
"b2796"	1.02458836531343	0	0.638943104246272	0
"b2797"	0	0	0.638943104246272	0
"b2798"	0	0	0.638943104246272	0
"b2799"	1.02458836531343	0	0.958414656369409	3.10441915624655
"b2800"	0	0	0.638943104246272	0
"b2801"	0	0	0	0
"b2802"	0	0	0.319471552123136	0
"b2803"	0	0	1.27788620849254	1.03480638541552
"b2804"	0	2.67184848809892	0.638943104246272	3.10441915624655
"b2805"	0	0	0.638943104246272	0
"b2806"	0	8.01554546429675	1.59735776061568	3.10441915624655
"b2807"	3.07376509594029	8.01554546429675	3.83365862547763	2.06961277083104
"b2808"	0	2.67184848809892	2.23630086486195	1.03480638541552
"b2809"	0	0	0.958414656369409	3.10441915624655
"b2810"	4.09835346125372	0	3.83365862547763	0
"b2811"	1.02458836531343	0	0.319471552123136	2.06961277083104
"b2812"	3.07376509594029	13.3592424404946	2.87524396910823	2.06961277083104
"b2813"	4.09835346125372	13.3592424404946	3.5141870733545	6.20883831249311
"b2817"	1.02458836531343	0	3.19471552123136	3.10441915624655
"b2818"	2.04917673062686	2.67184848809892	8.30626035520154	4.13922554166207
"b2819"	2.04917673062686	2.67184848809892	1.91682931273882	3.10441915624655
"b2820"	0	2.67184848809892	0.958414656369409	0
"b2821"	5.12294182656715	5.34369697619783	3.19471552123136	5.17403192707759
"b2822"	2.04917673062686	0	4.15313017760077	8.27845108332414
"b2823"	0	0	0	1.03480638541552
"b2824"	0	0	0	0
"b2825"	0	0	0.319471552123136	0
"b2826"	0	0	0	0
"b2827"	0	5.34369697619783	0.958414656369409	0
"b2828"	4.09835346125372	0	2.87524396910823	2.06961277083104
"b2829"	4.09835346125372	8.01554546429675	7.66731725095527	8.27845108332414
"b2830"	4.09835346125372	5.34369697619783	1.59735776061568	5.17403192707759
"b2831"	2.04917673062686	2.67184848809892	1.27788620849254	0
"b2832"	4.09835346125372	2.67184848809892	5.43101638609332	5.17403192707759
"b2833"	1.02458836531343	0	2.87524396910823	0
"b2834"	5.12294182656715	13.3592424404946	6.38943104246272	7.24364469790863
"b2835"	0	2.67184848809892	0.958414656369409	4.13922554166207
"b2836"	0	0	1.91682931273882	1.03480638541552
"b2837"	1.02458836531343	2.67184848809892	1.59735776061568	1.03480638541552
"b2838"	1.02458836531343	2.67184848809892	0.638943104246272	2.06961277083104
"b2839"	0	0	0	1.03480638541552
"b2840"	2.04917673062686	0	2.55577241698509	0
"b2841"	2.04917673062686	2.67184848809892	0.638943104246272	3.10441915624655
"b2842"	0	0	0.319471552123136	0
"b2843"	0	0	0	0
"b2844"	1.02458836531343	0	2.23630086486195	3.10441915624655
"b2845"	1.02458836531343	0	0	0
"b2846"	0	0	0	0
"b2847"	0	0	0	0
"b2848"	0	0	0	0
"b2849"	0	0	0	0
"b2850"	0	0	0	0
"b2851"	0	0	0	0
"b2852"	0	0	0	0
"b2853"	0	0	0	0
"b2854"	0	0	0	0
"b2855"	0	0	0	0
"b2856"	0	0	0	0
"b2858"	0	0	0	0
"b2859"	0	0	0	0
"b2860"	0	0	0.319471552123136	1.03480638541552
"b2861"	0	0	0	0
"b2862"	0	0	0	0
"b2863"	0	0	0	0
"b2865"	2.04917673062686	0	3.19471552123136	1.03480638541552
"b2866"	0	0	0	0
"b2867"	0	0	0	1.03480638541552
"b2868"	0	0	0.319471552123136	0
"b2869"	0	0	0.319471552123136	0
"b2870"	0	0	0	0
"b2871"	0	0	0.319471552123136	0
"b2872"	0	0	0	0
"b2873"	0	0	0	0
"b2874"	0	0	0.319471552123136	0
"b2875"	0	0	0.319471552123136	0
"b2876"	1.02458836531343	2.67184848809892	0.319471552123136	0
"b2877"	0	0	0	0
"b2878"	0	0	0	0
"b2879"	0	0	0	0
"b2880"	0	0	0	0
"b2881"	0	0	0.319471552123136	0
"b2882"	0	0	0	0
"b2883"	0	0	0	0
"b2886"	0	0	0	1.03480638541552
"b2887"	0	2.67184848809892	0.638943104246272	0
"b2888"	0	0	0	0
"b2889"	1.02458836531343	0	0	0
"b2890"	14.344237114388	13.3592424404946	14.3762198455411	6.20883831249311
"b2891"	35.8605927859701	26.7184848809892	35.141870733545	32.0789979478811
"b2892"	11.2704720184477	5.34369697619783	7.34784569883213	10.3480638541552
"b2893"	4.09835346125372	2.67184848809892	1.91682931273882	4.13922554166207
"b2894"	8.19670692250744	2.67184848809892	6.06995949033959	11.3828702395707
"b2895"	7.17211855719401	2.67184848809892	12.1399189806792	14.4872893958173
"b2896"	5.12294182656715	10.6873939523957	3.19471552123136	6.20883831249311
"b2897"	3.07376509594029	8.01554546429675	5.11154483397018	5.17403192707759
"b2898"	11.2704720184477	10.6873939523957	12.7788620849254	14.4872893958173
"b2899"	1.02458836531343	2.67184848809892	4.15313017760077	2.06961277083104
"b2900"	1.02458836531343	0	2.87524396910823	1.03480638541552
"b2901"	2.04917673062686	2.67184848809892	4.79207328184704	8.27845108332414
"b2902"	0	0	0	0
"b2903"	2.04917673062686	0	2.87524396910823	4.13922554166207
"b2904"	1.02458836531343	0	2.87524396910823	3.10441915624655
"b2905"	3.07376509594029	5.34369697619783	5.75048793821645	3.10441915624655
"b2906"	0	2.67184848809892	0.638943104246272	1.03480638541552
"b2907"	10.2458836531343	13.3592424404946	3.19471552123136	5.17403192707759
"b2908"	3.07376509594029	8.01554546429675	3.5141870733545	5.17403192707759
"b2909"	3.07376509594029	2.67184848809892	7.34784569883213	5.17403192707759
"b2910"	1.02458836531343	0	3.5141870733545	2.06961277083104
"b2912"	0	0	1.91682931273882	1.03480638541552
"b2913"	74.7949506678804	93.514697083462	76.9926440616758	100.376219385305
"b2914"	8.19670692250744	2.67184848809892	8.94520345944781	12.4176766249862
"b2915"	0	0	0	0
"b2916"	0	5.34369697619783	4.15313017760077	4.13922554166207
"b2917"	0	0	0.319471552123136	0
"b2918"	0	0	0	0
"b2919"	0	0	0	0
"b2920"	0	0	0.319471552123136	0
"b2921"	0	2.67184848809892	0	0
"b2922"	4.09835346125372	2.67184848809892	3.5141870733545	3.10441915624655
"b2923"	0	0	0.958414656369409	1.03480638541552
"b2924"	27.6638858634626	26.7184848809892	14.056748293418	15.5220957812328
"b2925"	15.3688254797015	13.3592424404946	14.6956913976643	10.3480638541552
"b2926"	30.7376509594029	37.4058788333848	26.8356103783434	16.5569021666483
"b2927"	6.14753019188058	13.3592424404946	6.70890259458586	5.17403192707759
"b2928"	1.02458836531343	2.67184848809892	1.27788620849254	1.03480638541552
"b2929"	0	0	1.27788620849254	3.10441915624655
"b2930"	0	0	0	1.03480638541552
"b2933"	0	0	0.319471552123136	0
"b2934"	0	0	0	0
"b2935"	16.3934138450149	18.7029394166924	21.7240655443733	25.8701596353879
"b2936"	1.02458836531343	0	3.83365862547763	2.06961277083104
"b2937"	5.12294182656715	5.34369697619783	5.43101638609332	5.17403192707759
"b2938"	23.5655324022089	13.3592424404946	24.2798379613584	25.8701596353879
"b2939"	0	0	2.55577241698509	0
"b2940"	0	0	0	0
"b2941"	0	0	0	0
"b2942"	29.7130625940895	42.7495758095826	49.8375621312093	51.7403192707759
"b2943"	2.04917673062686	2.67184848809892	3.19471552123136	1.03480638541552
"b2944"	0	0	0	0
"b2945"	0	0	0	0
"b2946"	5.12294182656715	5.34369697619783	2.23630086486195	2.06961277083104
"b2947"	7.17211855719401	5.34369697619783	7.028374146709	7.24364469790863
"b2948"	10.2458836531343	10.6873939523957	7.66731725095527	5.17403192707759
"b2949"	6.14753019188058	2.67184848809892	2.23630086486195	2.06961277083104
"b2950"	0	0	0.319471552123136	0
"b2951"	4.09835346125372	0	1.27788620849254	4.13922554166207
"b2952"	9.22129528782087	5.34369697619783	4.79207328184704	7.24364469790863
"b2953"	1.02458836531343	2.67184848809892	4.15313017760077	2.06961277083104
"b2954"	3.07376509594029	0	1.27788620849254	0
"b2955"	2.04917673062686	0	1.59735776061568	0
"b2956"	0	0	0	0
"b2957"	0	0	0.958414656369409	0
"b2958"	6.14753019188058	8.01554546429675	3.5141870733545	1.03480638541552
"b2959"	6.14753019188058	16.0310909285935	9.58414656369409	10.3480638541552
"b2960"	12.2950603837612	5.34369697619783	10.8620327721866	14.4872893958173
"b2961"	1.02458836531343	0	1.59735776061568	3.10441915624655
"b2962"	0	0	1.27788620849254	2.06961277083104
"b2963"	0	2.67184848809892	1.91682931273882	0
